Symbol,Company Name,Sector,PaymentDate,AnnualDividendsPerShare,DividendYield,PayoutRatio
CLMB,"Climb Global Solutions, Inc. - Common Stock",Technology,11/17/2023,0.68,1.18%,21.9
CLMT,"Calumet Specialty Products Partners, L.P. - Common units representing limited partner interests",Energy,02/12/2016,N/A,N/A,31.6
CLNE,Clean Energy Fuels Corp. - Common Stock,Utilities,N/A,N/A,N/A,N/A
CLNE,Clean Energy Fuels Corp. - Common Stock,Utilities,,,,
CLNN,Clene Inc. - Common Stock,Health Care,N/A,N/A,N/A,N/A
CLNN,Clene Inc. - Common Stock,Health Care,,,,
CLNNW,Clene Inc. - Warrant,Health Care,N/A,N/A,N/A,N/A
CLNNW,Clene Inc. - Warrant,Health Care,,,,
CLOE,Clover Leaf Capital Corp. - Class A Common Stock,Finance,N/A,N/A,N/A,N/A
CLOE,Clover Leaf Capital Corp. - Class A Common Stock,Finance,,,,
CLOER,Clover Leaf Capital Corp. - Rights,Finance,N/A,N/A,N/A,N/A
CLOER,Clover Leaf Capital Corp. - Rights,Finance,,,,
CLOEU,Clover Leaf Capital Corp. - Unit,Finance,N/A,N/A,N/A,N/A
CLOEU,Clover Leaf Capital Corp. - Unit,Finance,,,,
CLOV,"Clover Health Investments, Corp.  - Class A Common stock",Health Care,N/A,N/A,N/A,N/A
CLOV,"Clover Health Investments, Corp.  - Class A Common stock",Health Care,,,,
CLPS,CLPS Incorporation - Common Stock,Technology,N/A,N/A,N/A,N/A
CLPT,ClearPoint Neuro Inc. - Common Stock,Health Care,N/A,N/A,N/A,N/A
CLPT,ClearPoint Neuro Inc. - Common Stock,Health Care,,,,
CLRB,"Cellectar Biosciences, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
CLRB,"Cellectar Biosciences, Inc. - Common Stock",Health Care,,,,
CLRC,ClimateRock - Class A Ordinary Shares,Finance,N/A,N/A,N/A,N/A
CLRC,ClimateRock - Class A Ordinary Shares,Finance,,,,
CLRCR,ClimateRock - Right,Finance,N/A,N/A,N/A,N/A
CLRCR,ClimateRock - Right,Finance,,,,
CLRCU,ClimateRock - Unit,Finance,N/A,N/A,N/A,N/A
CLRCU,ClimateRock - Unit,Finance,,,,
CLRCW,ClimateRock - Warrant,Finance,N/A,N/A,N/A,N/A
CLRCW,ClimateRock - Warrant,Finance,,,,
CLRO,"ClearOne, Inc. - Common Stock",Utilities,03/21/2018,N/A,N/A,1
CLSD,"Clearside Biomedical, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
CLSD,"Clearside Biomedical, Inc. - Common Stock",Health Care,,,,
CLSK,"CleanSpark, Inc. - Common Stock",Finance,N/A,N/A,N/A,N/A
CLSK,"CleanSpark, Inc. - Common Stock",Finance,,,,
CLWT,Euro Tech Holdings Company Limited - Ordinary Shares,Consumer Discretionary,N/A,N/A,N/A,N/A
CMAX,"CareMax, Inc. - Class A Common Stock",Technology,N/A,N/A,N/A,N/A
CMAX,"CareMax, Inc. - Class A Common Stock",Technology,,,,
CMAXW,"CareMax, Inc. - Warrant",Technology,N/A,N/A,N/A,N/A
CMAXW,"CareMax, Inc. - Warrant",Technology,,,,
CMBM,Cambium Networks Corporation - Ordinary Shares,Technology,N/A,N/A,N/A,N/A
CMBM,Cambium Networks Corporation - Ordinary Shares,Technology,,,,
CMCA,Capitalworks Emerging Markets Acquisition Corp - Class A Ordinary Shares,Finance,N/A,N/A,N/A,N/A
CMCA,Capitalworks Emerging Markets Acquisition Corp - Class A Ordinary Shares,Finance,,,,
CMCAU,Capitalworks Emerging Markets Acquisition Corp - Unit,Finance,N/A,N/A,N/A,N/A
CMCAU,Capitalworks Emerging Markets Acquisition Corp - Unit,Finance,,,,
CMCAW,Capitalworks Emerging Markets Acquisition Corp - Warrant,Finance,N/A,N/A,N/A,N/A
CMCAW,Capitalworks Emerging Markets Acquisition Corp - Warrant,Finance,,,,
CMCO,Columbus McKinnon Corporation - Common Stock,Industrials,11/20/2023,0.28,0.72%,22.01
CMCSA,Comcast Corporation - Class A Common Stock,Telecommunications,10/25/2023,1.16,2.64%,12.19
CMCT,Creative Media & Community Trust Corporation - Common Stock,Real Estate,10/23/2023,0.34,9.07%,N/A
CME,CME Group Inc. - Class A Common Stock,Finance,12/28/2023,4.4,2.06%,25.51
CMLS,Cumulus Media Inc. - Class A Common Stock,Consumer Discretionary,N/A,N/A,N/A,N/A
CMLS,Cumulus Media Inc. - Class A Common Stock,Consumer Discretionary,,,,
CMMB,Chemomab Therapeutics Ltd.  - American Depositary Shares,Health Care,N/A,N/A,N/A,N/A
CMMB,Chemomab Therapeutics Ltd.  - American Depositary Shares,Health Care,,,,
CMND,Clearmind Medicine Inc. - Common Shares,Health Care,N/A,N/A,N/A,N/A
CMND,Clearmind Medicine Inc. - Common Shares,Health Care,,,,
CMPO,"CompoSecure, Inc.  - Class A Common Stock",Finance,N/A,N/A,N/A,N/A
CMPO,"CompoSecure, Inc.  - Class A Common Stock",Finance,,,,
CMPOW,"CompoSecure, Inc.  - Warrant",Finance,N/A,N/A,N/A,N/A
CMPOW,"CompoSecure, Inc.  - Warrant",Finance,,,,
CMPR,Cimpress plc - Ordinary Shares,Consumer Discretionary,N/A,N/A,N/A,N/A
CMPR,Cimpress plc - Ordinary Shares,Consumer Discretionary,,,,
CMPS,COMPASS Pathways Plc - American Depository Shares,Health Care,N/A,N/A,N/A,N/A
CMPS,COMPASS Pathways Plc - American Depository Shares,Health Care,,,,
CMPX,"Compass Therapeutics, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
CMPX,"Compass Therapeutics, Inc. - Common Stock",Health Care,,,,
CMRX,"Chimerix, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
CMRX,"Chimerix, Inc. - Common Stock",Health Care,,,,
CMTL,Comtech Telecommunications Corp. - Common Stock,Technology,02/17/2023,0.4,5.14%,N/A
CNDT,Conduent Incorporated - Common Stock,Consumer Discretionary,N/A,N/A,N/A,N/A
CNDT,Conduent Incorporated - Common Stock,Consumer Discretionary,,,,
CNET,ZW Data Action Technologies Inc. - Common Stock,Consumer Discretionary,N/A,N/A,N/A,N/A
CNET,ZW Data Action Technologies Inc. - Common Stock,Consumer Discretionary,,,,
CNEY,CN Energy Group Inc. - Class A Ordinary Shares,Industrials,N/A,N/A,N/A,N/A
CNEY,CN Energy Group Inc. - Class A Ordinary Shares,Industrials,,,,
CNFR,"Conifer Holdings, Inc. - Common Stock",Finance,N/A,N/A,N/A,N/A
CNFR,"Conifer Holdings, Inc. - Common Stock",Finance,,,,
CNGL,Canna-Global Acquisition Corp - Class A Common Stock,Finance,N/A,N/A,N/A,N/A
CNGL,Canna-Global Acquisition Corp - Class A Common Stock,Finance,,,,
CNGLU,Canna-Global Acquisition Corp - Unit,Finance,N/A,N/A,N/A,N/A
CNGLU,Canna-Global Acquisition Corp - Unit,Finance,,,,
CNGLW,Canna-Global Acquisition Corp - Warrant,Finance,N/A,N/A,N/A,N/A
CNGLW,Canna-Global Acquisition Corp - Warrant,Finance,,,,
CNOB,"ConnectOne Bancorp, Inc. - Common Stock",Finance,12/01/2023,0.68,2.96%,9.57
CNOBP,"ConnectOne Bancorp, Inc. - Depositary Shares (each representing a 1/40th interest in a share of 5.25% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series A, par value $0.00 per share)",Finance,12/01/2023,1.3125,7.29%,N/A
CNSL,"Consolidated Communications Holdings, Inc. - Common Stock",Telecommunications,N/A,N/A,N/A,N/A
CNSP,"CNS Pharmaceuticals, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
CNSP,"CNS Pharmaceuticals, Inc. - Common Stock",Health Care,,,,
CNTA,Centessa Pharmaceuticals plc - American Depositary Shares,Health Care,N/A,N/A,N/A,N/A
CNTA,Centessa Pharmaceuticals plc - American Depositary Shares,Health Care,,,,
CNTB,Connect Biopharma Holdings Limited - American Depositary Shares,Health Care,N/A,N/A,N/A,N/A
CNTB,Connect Biopharma Holdings Limited - American Depositary Shares,Health Care,,,,
CNTG,Centogene N.V. - Common Shares,Health Care,N/A,N/A,N/A,N/A
CNTG,Centogene N.V. - Common Shares,Health Care,,,,
CNTX,Context Therapeutics Inc. - Common Stock,Health Care,N/A,N/A,N/A,N/A
CNTX,Context Therapeutics Inc. - Common Stock,Health Care,,,,
CNTY,"Century Casinos, Inc. - Common Stock",Consumer Discretionary,N/A,N/A,N/A,N/A
CNTY,"Century Casinos, Inc. - Common Stock",Consumer Discretionary,,,,
CNVS,Cineverse Corp. - Class A Common Stock,Consumer Discretionary,N/A,N/A,N/A,N/A
CNVS,Cineverse Corp. - Class A Common Stock,Consumer Discretionary,,,,
CNXA,Connexa Sports Technologies Inc. - Common Stock,Consumer Discretionary,N/A,N/A,N/A,N/A
CNXA,Connexa Sports Technologies Inc. - Common Stock,Consumer Discretionary,,,,
CNXC,Concentrix Corporation - Common Stock,Technology,11/07/2023,1.21,1.23%,14.71
CNXN,"PC Connection, Inc. - Common Stock",Consumer Discretionary,12/01/2023,0.32,0.47%,22.98
COCH,"Envoy Medical, Inc. - Class A Common Stock",Finance,N/A,N/A,N/A,N/A
COCH,"Envoy Medical, Inc. - Class A Common Stock",Finance,,,,
COCHW,"Envoy Medical, Inc. - Warrant",Finance,N/A,N/A,N/A,N/A
COCHW,"Envoy Medical, Inc. - Warrant",Finance,,,,
COCO,"The Vita Coco Company, Inc. - Common Stock",Consumer Staples,N/A,N/A,N/A,N/A
COCO,"The Vita Coco Company, Inc. - Common Stock",Consumer Staples,,,,
COCP,"Cocrystal Pharma, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
COCP,"Cocrystal Pharma, Inc. - Common Stock",Health Care,,,,
CODA,"Coda Octopus Group, Inc. - Common stock",Industrials,N/A,N/A,N/A,N/A
CODA,"Coda Octopus Group, Inc. - Common stock",Industrials,,,,
CODX,"Co-Diagnostics, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
CODX,"Co-Diagnostics, Inc. - Common Stock",Health Care,,,,
COEP,"Coeptis Therapeutics Holdings, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
COEP,"Coeptis Therapeutics Holdings, Inc. - Common Stock",Health Care,,,,
COEPW,"Coeptis Therapeutics Holdings, Inc. - Warrants",Health Care,N/A,N/A,N/A,N/A
COEPW,"Coeptis Therapeutics Holdings, Inc. - Warrants",Health Care,,,,
COFS,"ChoiceOne Financial Services, Inc. - Common Stock",Finance,12/29/2023,1.08,3.5%,10.24
COGT,"Cogent Biosciences, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
COGT,"Cogent Biosciences, Inc. - Common Stock",Health Care,,,,
COHU,"Cohu, Inc. - Common Stock",Industrials,N/A,N/A,N/A,32.69
COIN,"Coinbase Global, Inc. - Class A Common Stock",Finance,N/A,N/A,N/A,N/A
COIN,"Coinbase Global, Inc. - Class A Common Stock",Finance,,,,
COKE,"Coca-Cola Consolidated, Inc. - Common Stock",Consumer Staples,11/10/2023,2,0.22%,18.55
COLB,"Columbia Banking System, Inc. - Common Stock",Finance,12/11/2023,1.44,5.41%,12.79
COLL,"Collegium Pharmaceutical, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
COLL,"Collegium Pharmaceutical, Inc. - Common Stock",Health Care,,,,
COLM,Columbia Sportswear Company - Common Stock,Consumer Discretionary,11/30/2023,1.2,1.46%,17.82
COMM,"CommScope Holding Company, Inc. - Common Stock",Technology,N/A,N/A,N/A,N/A
COMM,"CommScope Holding Company, Inc. - Common Stock",Technology,,,,
COMS,COMSovereign Holding Corp. - Common Stock,Consumer Discretionary,N/A,N/A,N/A,N/A
COMS,COMSovereign Holding Corp. - Common Stock,Consumer Discretionary,,,,
COMSP,COMSovereign Holding Corp. - 9.25% Series A Cumulative Redeemable Perpetual Preferred Stock,Consumer Discretionary,05/20/2022,N/A,N/A,N/A
COMSW,COMSovereign Holding Corp. - Warrants,Consumer Discretionary,N/A,N/A,N/A,N/A
COMSW,COMSovereign Holding Corp. - Warrants,Consumer Discretionary,,,,
CONN,"Conn's, Inc. - Common Stock",Consumer Discretionary,N/A,N/A,N/A,N/A
CONN,"Conn's, Inc. - Common Stock",Consumer Discretionary,,,,
CONX,CONX Corp. - Class A Common Stock,Finance,N/A,N/A,N/A,N/A
CONX,CONX Corp. - Class A Common Stock,Finance,,,,
CONXU,CONX Corp. - Unit,Finance,N/A,N/A,N/A,N/A
CONXU,CONX Corp. - Unit,Finance,,,,
CONXW,CONX Corp. - Warrant,Finance,N/A,N/A,N/A,N/A
CONXW,CONX Corp. - Warrant,Finance,,,,
COO,"The Cooper Companies, Inc.  - Common Stock",Health Care,08/11/2023,0.06,0.02%,62.35
COOL,Corner Growth Acquisition Corp. - Class A Ordinary Shares,Finance,N/A,N/A,N/A,N/A
COOL,Corner Growth Acquisition Corp. - Class A Ordinary Shares,Finance,,,,
COOLU,Corner Growth Acquisition Corp. - Unit,Finance,N/A,N/A,N/A,N/A
COOLU,Corner Growth Acquisition Corp. - Unit,Finance,,,,
COOLW,Corner Growth Acquisition Corp. - Warrant,Finance,N/A,N/A,N/A,N/A
COOLW,Corner Growth Acquisition Corp. - Warrant,Finance,,,,
COOP,Mr. Cooper Group Inc. - Common Stock,Finance,N/A,N/A,N/A,N/A
COOP,Mr. Cooper Group Inc. - Common Stock,Finance,,,,
CORT,Corcept Therapeutics Incorporated - Common Stock,Health Care,N/A,N/A,N/A,N/A
CORT,Corcept Therapeutics Incorporated - Common Stock,Health Care,,,,
COSM,Cosmos Health Inc. - Common Stock,Health Care,N/A,N/A,N/A,N/A
COSM,Cosmos Health Inc. - Common Stock,Health Care,,,,
COST,Costco Wholesale Corporation - Common Stock,Consumer Discretionary,11/17/2023,4.08,0.61%,45.34
COYA,"Coya Therapeutics, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
COYA,"Coya Therapeutics, Inc. - Common Stock",Health Care,,,,
CPHC,Canterbury Park Holding Corporation - Common Stock,Consumer Discretionary,10/13/2023,0.28,1.43%,9.39
CPIX,Cumberland Pharmaceuticals Inc. - Common Stock,Health Care,N/A,N/A,N/A,N/A
CPIX,Cumberland Pharmaceuticals Inc. - Common Stock,Health Care,,,,
CPLP,Capital Product Partners L.P. - Common Units representing limited partner interests,Consumer Discretionary,11/13/2023,0.6,4.36%,5.06
CPOP,"Pop Culture Group Co., Ltd - Class A Ordinary Shares",Consumer Discretionary,N/A,N/A,N/A,N/A
CPOP,"Pop Culture Group Co., Ltd - Class A Ordinary Shares",Consumer Discretionary,,,,
CPRT,"Copart, Inc. - Common Stock",Consumer Discretionary,N/A,N/A,N/A,N/A
CPRT,"Copart, Inc. - Common Stock",Consumer Discretionary,,,,
CPRX,"Catalyst Pharmaceuticals, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
CPRX,"Catalyst Pharmaceuticals, Inc. - Common Stock",Health Care,,,,
CPSH,CPS Technologies Corp. - Common Stock,Consumer Discretionary,N/A,N/A,N/A,N/A
CPSH,CPS Technologies Corp. - Common Stock,Consumer Discretionary,,,,
CPSI,"Computer Programs and Systems, Inc. - Common Stock",Technology,08/31/2020,N/A,N/A,N/A
CPSS,"Consumer Portfolio Services, Inc. - Common Stock",Finance,N/A,N/A,N/A,N/A
CPSS,"Consumer Portfolio Services, Inc. - Common Stock",Finance,,,,
CPTN,"Cepton, Inc. - Common Stock",Industrials,N/A,N/A,N/A,N/A
CPTN,"Cepton, Inc. - Common Stock",Industrials,,,,
CPTNW,"Cepton, Inc. - Warrant",Industrials,N/A,N/A,N/A,N/A
CPTNW,"Cepton, Inc. - Warrant",Industrials,,,,
CPZ,Calamos Long/Short Equity & Dynamic Income Trust - Closed End Fund,Finance,12/18/2023,1.68,11.43%,N/A
CRAI,"CRA International,Inc. - Common Stock",Consumer Discretionary,12/08/2023,1.68,1.68%,20.15
CRBP,"Corbus Pharmaceuticals Holdings, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
CRBP,"Corbus Pharmaceuticals Holdings, Inc. - Common Stock",Health Care,,,,
CRBU,"Caribou Biosciences, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
CRBU,"Caribou Biosciences, Inc. - Common Stock",Health Care,,,,
CRCT,"Cricut, Inc. - Class A common stock",Industrials,N/A,N/A,N/A,27.92
CRDF,"Cardiff Oncology, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
CRDF,"Cardiff Oncology, Inc. - Common Stock",Health Care,,,,
CRDL,Cardiol Therapeutics Inc. - Class A Common Shares,Health Care,N/A,N/A,N/A,N/A
CRDL,Cardiol Therapeutics Inc. - Class A Common Shares,Health Care,,,,
CRDO,Credo Technology Group Holding Ltd - Ordinary Shares,Technology,N/A,N/A,N/A,N/A
CRDO,Credo Technology Group Holding Ltd - Ordinary Shares,Technology,,,,
CREG,Smart Powerr Corp. - Common Stock,Consumer Discretionary,N/A,N/A,N/A,N/A
CREG,Smart Powerr Corp. - Common Stock,Consumer Discretionary,,,,
CRESW,Cresud S.A.C.I.F. y A. - Warrant,Finance,N/A,N/A,N/A,N/A
CRESW,Cresud S.A.C.I.F. y A. - Warrant,Finance,,,,
CRESY,"Cresud S.A.C.I.F. y A. - American Depositary Shares, each representing ten shares of Common Stock",Finance,11/21/2017,N/A,N/A,2
CREX,"Creative Realities, Inc. - Common Stock",Technology,N/A,N/A,N/A,N/A
CREX,"Creative Realities, Inc. - Common Stock",Technology,,,,
CRGE,"Charge Enterprises, Inc. - Common Stock",Consumer Discretionary,N/A,N/A,N/A,N/A
CRGE,"Charge Enterprises, Inc. - Common Stock",Consumer Discretionary,,,,
CRGO,Freightos Limited - Ordinary shares,Finance,N/A,N/A,N/A,N/A
CRGO,Freightos Limited - Ordinary shares,Finance,,,,
CRGOW,Freightos Limited - Warrants,Finance,N/A,N/A,N/A,N/A
CRGOW,Freightos Limited - Warrants,Finance,,,,
CRIS,"Curis, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
CRIS,"Curis, Inc. - Common Stock",Health Care,,,,
CRKN,Crown Electrokinetics Corp. - Common Stock,Technology,N/A,N/A,N/A,N/A
CRKN,Crown Electrokinetics Corp. - Common Stock,Technology,,,,
CRMD,CorMedix Inc. - Common Stock,Health Care,N/A,N/A,N/A,N/A
CRMD,CorMedix Inc. - Common Stock,Health Care,,,,
CRMT,"America's Car-Mart, Inc. - Common Stock",Consumer Discretionary,N/A,N/A,N/A,N/A
CRMT,"America's Car-Mart, Inc. - Common Stock",Consumer Discretionary,,,,
CRNC,Cerence Inc. - Common Stock,Technology,N/A,N/A,N/A,N/A
CRNC,Cerence Inc. - Common Stock,Technology,,,,
CRNT,Ceragon Networks Ltd. - Ordinary Shares,Technology,N/A,N/A,N/A,N/A
CRNT,Ceragon Networks Ltd. - Ordinary Shares,Technology,,,,
CRNX,"Crinetics Pharmaceuticals, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
CRNX,"Crinetics Pharmaceuticals, Inc. - Common Stock",Health Care,,,,
CRON,Cronos Group Inc. - Common Share,Health Care,N/A,N/A,N/A,N/A
CRON,Cronos Group Inc. - Common Share,Health Care,,,,
CROX,"Crocs, Inc. - Common Stock",Consumer Discretionary,N/A,N/A,N/A,N/A
CROX,"Crocs, Inc. - Common Stock",Consumer Discretionary,,,,
CRSP,CRISPR Therapeutics AG - Common Shares,Health Care,N/A,N/A,N/A,N/A
CRSP,CRISPR Therapeutics AG - Common Shares,Health Care,,,,
CRSR,"Corsair Gaming, Inc. - Common Stock",Technology,N/A,N/A,N/A,N/A
CRSR,"Corsair Gaming, Inc. - Common Stock",Technology,,,,
CRTO,Criteo S.A. - American Depositary Shares,Consumer Discretionary,N/A,N/A,N/A,N/A
CRTO,Criteo S.A. - American Depositary Shares,Consumer Discretionary,,,,
CRUS,"Cirrus Logic, Inc. - Common Stock",Technology,N/A,N/A,N/A,N/A
CRUS,"Cirrus Logic, Inc. - Common Stock",Technology,,,,
CRVL,CorVel Corp. - Common Stock,Finance,N/A,N/A,N/A,N/A
CRVL,CorVel Corp. - Common Stock,Finance,,,,
CRVO,CervoMed Inc. - Common Stock,Health Care,N/A,N/A,N/A,N/A
CRVO,CervoMed Inc. - Common Stock,Health Care,,,,
CRVS,"Corvus Pharmaceuticals, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
CRVS,"Corvus Pharmaceuticals, Inc. - Common Stock",Health Care,,,,
CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock",Technology,N/A,N/A,N/A,N/A
CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock",Technology,,,,
CRWS,"Crown Crafts, Inc. - Common Stock",Consumer Discretionary,01/05/2024,0.32,6.4%,11.63
CSBR,"Champions Oncology, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
CSBR,"Champions Oncology, Inc. - Common Stock",Health Care,,,,
CSCO,"Cisco Systems, Inc. - Common Stock",Telecommunications,10/25/2023,1.56,3.14%,15.02
CSGP,"CoStar Group, Inc. - Common Stock",Finance,N/A,N/A,N/A,N/A
CSGP,"CoStar Group, Inc. - Common Stock",Finance,,,,
CSGS,"CSG Systems International, Inc. - Common Stock",Technology,12/22/2023,1.12,2.09%,22.24
CSIQ,Canadian Solar Inc. - Common Shares,Technology,N/A,N/A,N/A,N/A
CSIQ,Canadian Solar Inc. - Common Shares,Technology,,,,
CSLM,CSLM Acquisition Corp. - Class A Ordinary Share,Finance,N/A,N/A,N/A,N/A
CSLM,CSLM Acquisition Corp. - Class A Ordinary Share,Finance,,,,
CSLMR,CSLM Acquisition Corp. - Right,Finance,N/A,N/A,N/A,N/A
CSLMR,CSLM Acquisition Corp. - Right,Finance,,,,
CSLMU,CSLM Acquisition Corp. - Unit,Finance,N/A,N/A,N/A,N/A
CSLMU,CSLM Acquisition Corp. - Unit,Finance,,,,
CSLMW,CSLM Acquisition Corp. - Warrant,Finance,N/A,N/A,N/A,N/A
CSLMW,CSLM Acquisition Corp. - Warrant,Finance,,,,
CSLR,"Complete Solaria, Inc. - Common Stock",Technology,N/A,N/A,N/A,N/A
CSLR,"Complete Solaria, Inc. - Common Stock",Technology,,,,
CSLRW,"Complete Solaria, Inc. - Warrant",Finance,N/A,N/A,N/A,N/A
CSLRW,"Complete Solaria, Inc. - Warrant",Finance,,,,
CSPI,CSP Inc. - Common Stock,Technology,01/09/2024,0.16,0.79%,18.42
CSQ,Calamos Strategic Total Return Fund - Closed End Fund,Finance,12/18/2023,1.23,8.27%,N/A
CSSE,"Chicken Soup for the Soul Entertainment, Inc. - Class A Common Stock",Consumer Discretionary,N/A,N/A,N/A,N/A
CSSEL,"Chicken Soup for the Soul Entertainment, Inc. - Warrant",Consumer Discretionary,N/A,N/A,N/A,N/A
CSSEL,"Chicken Soup for the Soul Entertainment, Inc. - Warrant",Consumer Discretionary,,,,
CSSEN,"Chicken Soup for the Soul Entertainment, Inc. - 9.50% Notes due 2025",Consumer Discretionary,12/31/2023,2.375,15.8%,N/A
CSSEP,"Chicken Soup for the Soul Entertainment, Inc. - 9.75% Series A Cumulative Redeemable Perpetual Preferred Stock",Consumer Discretionary,12/15/2023,2.4372,62.98%,N/A
CSTE,Caesarstone Ltd. - Ordinary Shares,Consumer Discretionary,09/12/2018,N/A,N/A,N/A
CSTL,"Castle Biosciences, Inc. - Common stock",Health Care,N/A,N/A,N/A,N/A
CSTL,"Castle Biosciences, Inc. - Common stock",Health Care,,,,
CSTR,"CapStar Financial Holdings, Inc. - Common Stock",Finance,11/22/2023,0.44,2.36%,11.87
CSWC,Capital Southwest Corporation - Common Stock,Finance,12/29/2023,2.52,10.82%,12.45
CSWCZ,Capital Southwest Corporation - 7.75% Notes due 2028,Finance,11/01/2023,1.0118,3.98%,N/A
CSWI,"CSW Industrials, Inc. - Common Stock",Industrials,11/10/2023,0.76,0.37%,30.58
CSX,CSX Corporation - Common Stock,Industrials,12/15/2023,0.44,1.28%,18.33
CTAS,Cintas Corporation - Common Stock,Consumer Discretionary,12/15/2023,5.4,0.92%,42.81
CTBI,"Community Trust Bancorp, Inc. - Common Stock",Finance,01/02/2024,1.84,4.15%,9.69
CTCX,Carmell Corporation - Common Stock,Health Care,N/A,N/A,N/A,N/A
CTCX,Carmell Corporation - Common Stock,Health Care,,,,
CTCXW,Carmell Corporation - Warrant,Health Care,N/A,N/A,N/A,N/A
CTCXW,Carmell Corporation - Warrant,Health Care,,,,
CTHR,Charles & Colvard Ltd. - Common Stock,Consumer Discretionary,N/A,N/A,N/A,N/A
CTHR,Charles & Colvard Ltd. - Common Stock,Consumer Discretionary,,,,
CTKB,"Cytek Biosciences, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
CTKB,"Cytek Biosciences, Inc. - Common Stock",Health Care,,,,
CTLP,"Cantaloupe, Inc. - Common Stock",Technology,N/A,N/A,N/A,N/A
CTLP,"Cantaloupe, Inc. - Common Stock",Technology,,,,
CTMX,"CytomX Therapeutics, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
CTMX,"CytomX Therapeutics, Inc. - Common Stock",Health Care,,,,
CTRM,Castor Maritime Inc. - Common Shares,Consumer Discretionary,N/A,N/A,N/A,N/A
CTRM,Castor Maritime Inc. - Common Shares,Consumer Discretionary,,,,
CTRN,"Citi Trends, Inc. - Common Stock",Consumer Discretionary,N/A,N/A,N/A,N/A
CTSH,Cognizant Technology Solutions Corporation - Class A Common Stock,Technology,11/30/2023,1.16,1.56%,18.04
CTSO,Cytosorbents Corporation - Common Stock,Health Care,N/A,N/A,N/A,N/A
CTSO,Cytosorbents Corporation - Common Stock,Health Care,,,,
CTXR,"Citius Pharmaceuticals, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
CTXR,"Citius Pharmaceuticals, Inc. - Common Stock",Health Care,,,,
CUBA,"The Herzfeld Caribbean Basin Fund, Inc. - Closed End Fund",Finance,06/30/2023,0.6945,24.8%,N/A
CUE,"Cue Biopharma, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
CUE,"Cue Biopharma, Inc. - Common Stock",Health Care,,,,
CULL,"Cullman Bancorp, Inc. - Common Stock",Finance,02/22/2023,0.12,1.11%,N/A
CURI,CuriosityStream Inc.  - Class A Common Stock,Consumer Discretionary,N/A,N/A,N/A,N/A
CURI,CuriosityStream Inc.  - Class A Common Stock,Consumer Discretionary,,,,
CURIW,CuriosityStream Inc.  - Warrant,Consumer Discretionary,N/A,N/A,N/A,N/A
CURIW,CuriosityStream Inc.  - Warrant,Consumer Discretionary,,,,
CUTR,"Cutera, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
CUTR,"Cutera, Inc. - Common Stock",Health Care,,,,
CVAC,CureVac N.V. - Ordinary Shares,Health Care,N/A,N/A,N/A,N/A
CVAC,CureVac N.V. - Ordinary Shares,Health Care,,,,
CVBF,CVB Financial Corporation - Common Stock,Finance,10/19/2023,0.8,3.91%,11.96
CVCO,"Cavco Industries, Inc. - Common Stock",Consumer Discretionary,N/A,N/A,N/A,N/A
CVCO,"Cavco Industries, Inc. - Common Stock",Consumer Discretionary,,,,
CVCY,Central Valley Community Bancorp - Common Stock,Finance,11/17/2023,0.48,2.17%,9.56
CVGI,"Commercial Vehicle Group, Inc. - Common Stock",Consumer Discretionary,N/A,N/A,N/A,N/A
CVGI,"Commercial Vehicle Group, Inc. - Common Stock",Consumer Discretionary,,,,
CVGW,"Calavo Growers, Inc. - Common Stock",Consumer Discretionary,10/11/2023,0.4,1.41%,N/A
CVKD,"Cadrenal Therapeutics, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
CVKD,"Cadrenal Therapeutics, Inc. - Common Stock",Health Care,,,,
